Mean,STD,Best,Worst
73.0,0.0,73.0,73.0
90.0,0.0,90.0,90.0
66.0,0.0,66.0,66.0
73.0,0.0,73.0,73.0
136.0,0.0,136.0,136.0
73.0,0.0,73.0,73.0
92.0,0.0,92.0,92.0
76.0,0.0,76.0,76.0
76.0,0.0,76.0,76.0
122.0,0.0,122.0,122.0
96.0,0.0,96.0,96.0
101.0,0.0,101.0,101.0
111.0,0.0,111.0,111.0
73.0,0.0,73.0,73.0
73.0,0.0,73.0,73.0
95.0,0.0,95.0,95.0
102.0,0.0,102.0,102.0
89.0,0.0,89.0,89.0
196.0,0.0,196.0,196.0
87.0,0.0,87.0,87.0
92.0,0.0,92.0,92.0
73.0,0.0,73.0,73.0
92.0,0.0,92.0,92.0
86.0,0.0,86.0,86.0
91.0,0.0,91.0,91.0
81.0,0.0,81.0,81.0
86.0,0.0,86.0,86.0
97.0,0.0,97.0,97.0
76.0,0.0,76.0,76.0
89.0,0.0,89.0,89.0
88.0,0.0,88.0,88.0
78.0,0.0,78.0,78.0
93.0,0.0,93.0,93.0
92.0,0.0,92.0,92.0
66.0,0.0,66.0,66.0
99.0,0.0,99.0,99.0
83.0,0.0,83.0,83.0
66.0,0.0,66.0,66.0
84.0,0.0,84.0,84.0
101.0,0.0,101.0,101.0
73.0,0.0,73.0,73.0
80.0,0.0,80.0,80.0
100.0,0.0,100.0,100.0
78.0,0.0,78.0,78.0
97.0,0.0,97.0,97.0
72.0,0.0,72.0,72.0
138.0,0.0,138.0,138.0
72.0,0.0,72.0,72.0
116.0,0.0,116.0,116.0
125.0,0.0,125.0,125.0
72.0,0.0,72.0,72.0
78.0,0.0,78.0,78.0
85.0,0.0,85.0,85.0
77.0,0.0,77.0,77.0
153.0,0.0,153.0,153.0
81.0,0.0,81.0,81.0
72.0,0.0,72.0,72.0
91.0,0.0,91.0,91.0
81.0,0.0,81.0,81.0
124.0,0.0,124.0,124.0
66.0,0.0,66.0,66.0
80.0,0.0,80.0,80.0
78.0,0.0,78.0,78.0
72.0,0.0,72.0,72.0
72.0,0.0,72.0,72.0
90.0,0.0,90.0,90.0
72.0,0.0,72.0,72.0
113.0,0.0,113.0,113.0
97.0,0.0,97.0,97.0
91.0,0.0,91.0,91.0
90.0,0.0,90.0,90.0
73.0,0.0,73.0,73.0
86.0,0.0,86.0,86.0
87.0,0.0,87.0,87.0
99.0,0.0,99.0,99.0
171.0,0.0,171.0,171.0
73.0,0.0,73.0,73.0
94.0,0.0,94.0,94.0
95.0,0.0,95.0,95.0
100.0,0.0,100.0,100.0
71.0,0.0,71.0,71.0
86.0,0.0,86.0,86.0
75.0,0.0,75.0,75.0
77.0,0.0,77.0,77.0
500.0,0.0,500.0,500.0
77.0,0.0,77.0,77.0
293.0,0.0,293.0,293.0
95.0,0.0,95.0,95.0
89.0,0.0,89.0,89.0
80.0,0.0,80.0,80.0
85.0,0.0,85.0,85.0
91.0,0.0,91.0,91.0
72.0,0.0,72.0,72.0
80.0,0.0,80.0,80.0
72.0,0.0,72.0,72.0
87.0,0.0,87.0,87.0
85.0,0.0,85.0,85.0
80.0,0.0,80.0,80.0
98.0,0.0,98.0,98.0
81.0,0.0,81.0,81.0
97.0,0.0,97.0,97.0
74.0,0.0,74.0,74.0
109.0,0.0,109.0,109.0
97.0,0.0,97.0,97.0
73.0,0.0,73.0,73.0
84.0,0.0,84.0,84.0
94.0,0.0,94.0,94.0
87.0,0.0,87.0,87.0
94.0,0.0,94.0,94.0
99.0,0.0,99.0,99.0
73.0,0.0,73.0,73.0
86.0,0.0,86.0,86.0
78.0,0.0,78.0,78.0
78.0,0.0,78.0,78.0
72.0,0.0,72.0,72.0
87.0,0.0,87.0,87.0
82.0,0.0,82.0,82.0
95.0,0.0,95.0,95.0
76.0,0.0,76.0,76.0
90.0,0.0,90.0,90.0
96.0,0.0,96.0,96.0
102.0,0.0,102.0,102.0
83.0,0.0,83.0,83.0
63.0,0.0,63.0,63.0
89.0,0.0,89.0,89.0
78.0,0.0,78.0,78.0
96.0,0.0,96.0,96.0
78.0,0.0,78.0,78.0
93.0,0.0,93.0,93.0
72.0,0.0,72.0,72.0
78.0,0.0,78.0,78.0
83.0,0.0,83.0,83.0
78.0,0.0,78.0,78.0
90.0,0.0,90.0,90.0
82.0,0.0,82.0,82.0
72.0,0.0,72.0,72.0
65.0,0.0,65.0,65.0
71.0,0.0,71.0,71.0
73.0,0.0,73.0,73.0
86.0,0.0,86.0,86.0
93.0,0.0,93.0,93.0
72.0,0.0,72.0,72.0
92.0,0.0,92.0,92.0
72.0,0.0,72.0,72.0
80.0,0.0,80.0,80.0
65.0,0.0,65.0,65.0
78.0,0.0,78.0,78.0
82.0,0.0,82.0,82.0
86.0,0.0,86.0,86.0
158.0,0.0,158.0,158.0
65.0,0.0,65.0,65.0
73.0,0.0,73.0,73.0
71.0,0.0,71.0,71.0
99.0,0.0,99.0,99.0
97.0,0.0,97.0,97.0
82.0,0.0,82.0,82.0
72.0,0.0,72.0,72.0
78.0,0.0,78.0,78.0
161.0,0.0,161.0,161.0
99.0,0.0,99.0,99.0
96.0,0.0,96.0,96.0
151.0,0.0,151.0,151.0
73.0,0.0,73.0,73.0
96.0,0.0,96.0,96.0
203.0,0.0,203.0,203.0
78.0,0.0,78.0,78.0
126.0,0.0,126.0,126.0
78.0,0.0,78.0,78.0
81.0,0.0,81.0,81.0
82.0,0.0,82.0,82.0
78.0,0.0,78.0,78.0
78.0,0.0,78.0,78.0
73.0,0.0,73.0,73.0
82.0,0.0,82.0,82.0
79.0,0.0,79.0,79.0
170.0,0.0,170.0,170.0
77.0,0.0,77.0,77.0
77.0,0.0,77.0,77.0
65.0,0.0,65.0,65.0
95.0,0.0,95.0,95.0
96.0,0.0,96.0,96.0
91.0,0.0,91.0,91.0
90.0,0.0,90.0,90.0
134.0,0.0,134.0,134.0
72.0,0.0,72.0,72.0
185.0,0.0,185.0,185.0
95.0,0.0,95.0,95.0
82.0,0.0,82.0,82.0
218.0,0.0,218.0,218.0
100.0,0.0,100.0,100.0
100.0,0.0,100.0,100.0
97.0,0.0,97.0,97.0
153.0,0.0,153.0,153.0
73.0,0.0,73.0,73.0
98.0,0.0,98.0,98.0
98.0,0.0,98.0,98.0
93.0,0.0,93.0,93.0
102.0,0.0,102.0,102.0
77.0,0.0,77.0,77.0
88.0,0.0,88.0,88.0
95.0,0.0,95.0,95.0
90.0,0.0,90.0,90.0
120.0,0.0,120.0,120.0
102.0,0.0,102.0,102.0
120.0,0.0,120.0,120.0
90.0,0.0,90.0,90.0
80.0,0.0,80.0,80.0
120.0,0.0,120.0,120.0
83.0,0.0,83.0,83.0
120.0,0.0,120.0,120.0
93.0,0.0,93.0,93.0
73.0,0.0,73.0,73.0
93.0,0.0,93.0,93.0
93.0,0.0,93.0,93.0
78.0,0.0,78.0,78.0
65.0,0.0,65.0,65.0
165.0,0.0,165.0,165.0
65.0,0.0,65.0,65.0
65.0,0.0,65.0,65.0
224.0,0.0,224.0,224.0
93.0,0.0,93.0,93.0
88.0,0.0,88.0,88.0
73.0,0.0,73.0,73.0
93.0,0.0,93.0,93.0
83.0,0.0,83.0,83.0
73.0,0.0,73.0,73.0
184.0,0.0,184.0,184.0
94.0,0.0,94.0,94.0
78.0,0.0,78.0,78.0
169.0,0.0,169.0,169.0
78.0,0.0,78.0,78.0
78.0,0.0,78.0,78.0
81.0,0.0,81.0,81.0
76.0,0.0,76.0,76.0
93.0,0.0,93.0,93.0
78.0,0.0,78.0,78.0
82.0,0.0,82.0,82.0
114.0,0.0,114.0,114.0
78.0,0.0,78.0,78.0
223.0,0.0,223.0,223.0
78.0,0.0,78.0,78.0
66.0,0.0,66.0,66.0
102.0,0.0,102.0,102.0
114.0,0.0,114.0,114.0
78.0,0.0,78.0,78.0
78.0,0.0,78.0,78.0
78.0,0.0,78.0,78.0
80.0,0.0,80.0,80.0
82.0,0.0,82.0,82.0
78.0,0.0,78.0,78.0
78.0,0.0,78.0,78.0
78.0,0.0,78.0,78.0
101.0,0.0,101.0,101.0
78.0,0.0,78.0,78.0
78.0,0.0,78.0,78.0
78.0,0.0,78.0,78.0
185.0,0.0,185.0,185.0
78.0,0.0,78.0,78.0
78.0,0.0,78.0,78.0
78.0,0.0,78.0,78.0
73.0,0.0,73.0,73.0
89.0,0.0,89.0,89.0
80.0,0.0,80.0,80.0
89.0,0.0,89.0,89.0
78.0,0.0,78.0,78.0
78.0,0.0,78.0,78.0
78.0,0.0,78.0,78.0
110.0,0.0,110.0,110.0
135.0,0.0,135.0,135.0
78.0,0.0,78.0,78.0
73.0,0.0,73.0,73.0
78.0,0.0,78.0,78.0
78.0,0.0,78.0,78.0
78.0,0.0,78.0,78.0
78.0,0.0,78.0,78.0
78.0,0.0,78.0,78.0
78.0,0.0,78.0,78.0
78.0,0.0,78.0,78.0
78.0,0.0,78.0,78.0
79.0,0.0,79.0,79.0
78.0,0.0,78.0,78.0
89.0,0.0,89.0,89.0
78.0,0.0,78.0,78.0
94.0,0.0,94.0,94.0
78.0,0.0,78.0,78.0
78.0,0.0,78.0,78.0
73.0,0.0,73.0,73.0
78.0,0.0,78.0,78.0
78.0,0.0,78.0,78.0
78.0,0.0,78.0,78.0
78.0,0.0,78.0,78.0
78.0,0.0,78.0,78.0
78.0,0.0,78.0,78.0
78.0,0.0,78.0,78.0
101.0,0.0,101.0,101.0
73.0,0.0,73.0,73.0
78.0,0.0,78.0,78.0
78.0,0.0,78.0,78.0
78.0,0.0,78.0,78.0
78.0,0.0,78.0,78.0
73.0,0.0,73.0,73.0
73.0,0.0,73.0,73.0
78.0,0.0,78.0,78.0
73.0,0.0,73.0,73.0
78.0,0.0,78.0,78.0
78.0,0.0,78.0,78.0
78.0,0.0,78.0,78.0
73.0,0.0,73.0,73.0
89.0,0.0,89.0,89.0
78.0,0.0,78.0,78.0
78.0,0.0,78.0,78.0
73.0,0.0,73.0,73.0
73.0,0.0,73.0,73.0
78.0,0.0,78.0,78.0
73.0,0.0,73.0,73.0
73.0,0.0,73.0,73.0
73.0,0.0,73.0,73.0
73.0,0.0,73.0,73.0
73.0,0.0,73.0,73.0
80.0,0.0,80.0,80.0
73.0,0.0,73.0,73.0
73.0,0.0,73.0,73.0
73.0,0.0,73.0,73.0
73.0,0.0,73.0,73.0
73.0,0.0,73.0,73.0
73.0,0.0,73.0,73.0
66.0,0.0,66.0,66.0
73.0,0.0,73.0,73.0
73.0,0.0,73.0,73.0
80.0,0.0,80.0,80.0
73.0,0.0,73.0,73.0
73.0,0.0,73.0,73.0
100.0,0.0,100.0,100.0
73.0,0.0,73.0,73.0
73.0,0.0,73.0,73.0
73.0,0.0,73.0,73.0
73.0,0.0,73.0,73.0
73.0,0.0,73.0,73.0
73.0,0.0,73.0,73.0
73.0,0.0,73.0,73.0
78.0,0.0,78.0,78.0
80.0,0.0,80.0,80.0
73.0,0.0,73.0,73.0
73.0,0.0,73.0,73.0
114.0,0.0,114.0,114.0
114.0,0.0,114.0,114.0
66.0,0.0,66.0,66.0
73.0,0.0,73.0,73.0
73.0,0.0,73.0,73.0
66.0,0.0,66.0,66.0
73.0,0.0,73.0,73.0
66.0,0.0,66.0,66.0
78.0,0.0,78.0,78.0
66.0,0.0,66.0,66.0
72.0,0.0,72.0,72.0
78.0,0.0,78.0,78.0
73.0,0.0,73.0,73.0
66.0,0.0,66.0,66.0
73.0,0.0,73.0,73.0
114.0,0.0,114.0,114.0
78.0,0.0,78.0,78.0
78.0,0.0,78.0,78.0
90.0,0.0,90.0,90.0
78.0,0.0,78.0,78.0
114.0,0.0,114.0,114.0
66.0,0.0,66.0,66.0
114.0,0.0,114.0,114.0
72.0,0.0,72.0,72.0
66.0,0.0,66.0,66.0
78.0,0.0,78.0,78.0
90.0,0.0,90.0,90.0
90.0,0.0,90.0,90.0
73.0,0.0,73.0,73.0
90.0,0.0,90.0,90.0
138.0,0.0,138.0,138.0
78.0,0.0,78.0,78.0
66.0,0.0,66.0,66.0
66.0,0.0,66.0,66.0
114.0,0.0,114.0,114.0
83.0,0.0,83.0,83.0
78.0,0.0,78.0,78.0
78.0,0.0,78.0,78.0
78.0,0.0,78.0,78.0
78.0,0.0,78.0,78.0
78.0,0.0,78.0,78.0
78.0,0.0,78.0,78.0
78.0,0.0,78.0,78.0
114.0,0.0,114.0,114.0
73.0,0.0,73.0,73.0
78.0,0.0,78.0,78.0
80.0,0.0,80.0,80.0
73.0,0.0,73.0,73.0
78.0,0.0,78.0,78.0
73.0,0.0,73.0,73.0
73.0,0.0,73.0,73.0
109.0,0.0,109.0,109.0
73.0,0.0,73.0,73.0
73.0,0.0,73.0,73.0
73.0,0.0,73.0,73.0
73.0,0.0,73.0,73.0
78.0,0.0,78.0,78.0
78.0,0.0,78.0,78.0
78.0,0.0,78.0,78.0
80.0,0.0,80.0,80.0
78.0,0.0,78.0,78.0
73.0,0.0,73.0,73.0
73.0,0.0,73.0,73.0
73.0,0.0,73.0,73.0
73.0,0.0,73.0,73.0
73.0,0.0,73.0,73.0
73.0,0.0,73.0,73.0
73.0,0.0,73.0,73.0
73.0,0.0,73.0,73.0
73.0,0.0,73.0,73.0
80.0,0.0,80.0,80.0
73.0,0.0,73.0,73.0
80.0,0.0,80.0,80.0
73.0,0.0,73.0,73.0
80.0,0.0,80.0,80.0
80.0,0.0,80.0,80.0
73.0,0.0,73.0,73.0
78.0,0.0,78.0,78.0
73.0,0.0,73.0,73.0
73.0,0.0,73.0,73.0
